,ncesdistid,div_num,fips,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,student_teacher_ratio_19_20,inexperienced_teachers_19_20,out_of_field_teachers_19_20,student_psychologists_ratio_19_20,student_support_staff_ratio_19_20,student_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title1_schools_19_20,dist_pp_19,student_white 19_20,student_white_20_21,disadv_native_19_20,disadv_asian_19_20,disadv_black_19_20,disadv_hisp_19_20,disadv_api_19_20,disadv_multi_19_20,disadv_white_19_20,disadv_native_20_21,disadv_asian_20_21,disadv_api_19_20.1,disadv_multi_19_20.1,disadv_white_19_20.1,disadv_native_20_21.1,disadv_asian_20_21.1,disadv_black_20_21,disadv_hisp_20_21,disadv_api_20_21,disadv_multi_20_21,disadv_white_20_21,2016allgrad,2016asiangrad,2016blackgrad,2016hispanicgrad,2016whitegrad,2017allgrad,2017asiangrad,2017blackgrad,2017hispanicgrad,2017whitegrad,2018allgrad,2018asiangrad,2018blackgrad,2018hispanicgrad,2018whitegrad,2019allgrad,2019asiangrad,2019blackgrad,2019hispanicgrad,2019whitegrad,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,2016alldrop,2016asiandrop,2016blackdrop,2016hispanicdrop,2016whitedrop,2017alldrop,2017asiandrop,2017blackdrop,2017hispanicdrop,2017whitedrop,2018alldrop,2018asiandrop,2018blackdrop,2018hispanicdrop,2018whitedrop,2019alldrop,2019asiandrop,2019blackdrop,2019hispanicdrop,2019whitedrop,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,adult_earn_low,adult_earn_mid,adult_earn_high,total_poverty,tot_pop_hisp,tot_pop_hisp,tot_pop_black,tot_pop_native,tot_pop_asian,tot_pop_api,tot_pop_other,tot_pop_multi,hosps_2021_05,tot_hosps_proportion,deaths_2021_05,tot_deaths_proportion,cases_2021_05,tot_cases_proportion,1920_enrollrate,2021_enrollrate,LAT,LON,student_bipoc_1920,student_bipoc_2021
74,5102360,143,51-683,MANASSAS CITY PBLC SCHS,7789,515.6,11,Suburb,15.1,0.055,0.054,1112.7,239.7,165.7,268.6,0.455,12782.11111,0.139555784,0.132640989,1.97065e-06,0.018168948,0.091080698,0.798253893,0.0,0.038933459,0.050023596,0.00308642,0.025813692,0.0,0.038933459,0.050023596,0.00308642,0.025813692,0.09006734,0.782267116,0.0,0.038720539,0.060044893,0.8,0.92,0.81,0.71,0.93,0.79,0.96,0.74,0.71,0.91,0.78,0.96,0.83,0.72,0.91,0.78,0.97,0.85,0.7,0.92,0.77,1.0,0.82,0.73,0.89,0.09,0.08,0.03,0.15,0.01,0.12,0.0,0.12,0.19,0.03,0.14,0.04,0.09,0.2,0.03,0.16,0.03,0.1,0.22,0.03,0.18,0.0,0.11,0.23,0.04,0.141,0.506,0.354,0.08,36.6,40.8,13.2,0.4,5.1,0.1,0.3,3.4,173.0,0.030473842,47.0,0.02016302,4309.0,0.006420285,0.182843472,0.208888889,38.76571,-77.457701,0.860444217,0.867359011
75,5102400,116,51-690,MARTINSVILLE CITY PBLC SCHS,1930,139.1,5,Town,13.9,0.035,0.046,1930.0,57.6,158.2,306.3,0.6,12339.5,0.205181347,0.195640617,0.0,0.012048193,0.63935743,0.125301205,0.0,0.071485944,0.151807229,0.0,0.0,0.0,0.071485944,0.151807229,0.0,0.0,0.634529148,0.139013453,0.0,0.068759342,0.157698057,0.86,,0.84,1.0,0.86,0.87,,0.82,1.0,0.94,0.87,,0.88,1.0,0.85,0.9,,0.88,0.87,0.95,0.95,,0.96,0.94,0.88,0.06,,0.07,0.0,0.08,0.07,,0.09,0.0,0.03,0.05,,0.04,0.0,0.08,0.07,,0.08,0.13,0.05,0.03,,0.01,0.06,0.08,0.307,0.542,0.153,0.239,5.7,44.0,44.5,0.4,1.0,0.1,0.5,3.9,163.0,0.028712348,76.0,0.032604033,1608.0,0.002395873,0.183673469,0.24,36.6752,-79.8521,0.794818653,0.804359383
76,5102430,57,51-115,MATHEWS CO PBLC SCHS,1008,93.4,3,Rural,10.8,0.056,0.019,1008.0,129.2,157.5,234.4,0.333,12239.66667,0.821428571,0.81223176,0.0,0.0,0.131147541,0.055327869,0.0,0.100409836,0.713114754,0.0,0.0,0.0,0.100409836,0.713114754,0.0,0.0,0.134490239,0.04989154,0.0,0.093275488,0.722342733,0.96,,1.0,,0.97,0.92,,,,0.91,0.94,,,,0.95,0.9,,,,0.91,0.95,,1.0,,0.95,0.01,,0.0,,0.01,0.05,,,,0.05,0.04,,,,0.04,0.06,,,,0.05,0.03,,0.0,,0.03,0.175,0.5,0.325,0.114,2.5,85.7,8.8,0.0,0.6,0.0,0.0,2.3,22.0,0.003875286,12.0,0.005148005,599.0,0.000892493,0.234256927,0.178082192,37.435853,-76.328083,0.178571429,0.18776823999999998
77,5102460,58,51-117,MECKLENBURG CO PBLC SCHS,4199,339.6,9,Rural,12.4,0.037,0.066,1399.7,276.2,161.5,1615.0,0.444,12149.625,0.470630202,0.473491327,0.0,0.004944376,0.559126494,0.055212196,0.0,0.06592501,0.314791924,0.0,0.0,0.0,0.06592501,0.314791924,0.0,0.0,0.547068538,0.054500413,0.0,0.063170933,0.335260116,0.91,,0.85,,0.95,0.93,,0.91,1.0,0.95,0.89,,0.88,1.0,0.89,0.9,,0.9,0.9,0.9,0.92,,0.93,0.92,0.89,0.04,,0.06,,0.03,0.04,,0.06,0.0,0.02,0.05,,0.06,0.0,0.04,0.06,,0.05,0.1,0.07,0.05,,0.02,0.08,0.08,0.242,0.596,0.163,0.19,3.0,60.0,35.4,0.6,0.1,0.0,0.1,0.9,93.0,0.016381892,67.0,0.028743029,2318.0,0.003453753,0.299382716,0.337209302,36.664666,-78.412128,0.529369799,0.526508674
78,5102490,59,51-119,MIDDLESEX CO PBLC SCHS,1208,95.1,3,Rural,12.7,0.018,0.064,6040.0,127.2,151.0,236.9,0.333,15358.5,0.701986755,0.701543739,0.0,0.0,0.236933798,0.057491289,0.0,0.102787456,0.602787456,0.0,0.0,0.0,0.102787456,0.602787456,0.0,0.0,0.238955823,0.064257028,0.0,0.104417671,0.592369478,0.9,,0.82,,0.94,0.85,,0.82,,0.84,0.93,,1.0,,0.91,0.97,,1.0,,0.98,0.92,,0.93,,0.93,0.06,,0.12,,0.03,0.06,,0.05,,0.07,0.02,,0.0,,0.03,0.03,,0.0,,0.03,0.06,,0.07,,0.06,0.198,0.524,0.27899999999999997,0.1,1.2,77.5,13.9,0.5,0.1,0.3,2.6,3.9,25.0,0.004403734,20.0,0.008580009,573.0,0.000853753,0.254545455,0.27184466,37.603628,-76.561787,0.29801324500000004,0.298456261
79,5102520,60,51-121,MONTGOMERY CO PBLC SCHS,10016,758.4,21,City,13.2,0.041,0.004,2003.2,33.8,154.1,541.4,0.333,10994.36842,0.80122748,0.797343219,0.0,0.022704339,0.079717457,0.097880928,0.0,0.061553986,0.73814329,0.0,0.020966505,0.0,0.061553986,0.73814329,0.0,0.020966505,0.074149834,0.099463053,0.0,0.063922271,0.741498338,0.94,1.0,0.89,0.94,0.95,0.93,1.0,0.88,0.76,0.94,0.95,1.0,0.91,0.91,0.96,0.96,1.0,0.94,0.96,0.96,0.94,1.0,0.87,0.81,0.96,0.04,0.0,0.07,0.06,0.04,0.05,0.0,0.04,0.24,0.05,0.03,0.0,0.03,0.09,0.03,0.03,0.0,0.06,0.04,0.03,0.03,0.0,0.1,0.17,0.01,0.14400000000000002,0.532,0.32299999999999995,0.235,3.2,83.3,4.4,0.4,6.6,0.0,0.6,1.5,187.0,0.032939933,96.0,0.041184041,9394.0,0.013996788,0.180911297,0.208002192,37.130865,-80.392412,0.19877251899999998,0.20265678
80,5102580,62,51-125,NELSON CO PBLC SCHS,1695,135.2,4,Rural,12.5,0.025,0.006,1695.0,99.7,141.2,413.4,0.5,13782.5,0.718584071,0.708646617,0.0,0.0,0.197662062,0.126461212,0.0,0.061636557,0.61424017,0.0,0.0,0.0,0.061636557,0.61424017,0.0,0.0,0.186936937,0.130630631,0.0,0.061936937,0.620495496,0.92,,0.92,1.0,0.92,0.88,,0.91,0.7,0.9,0.92,,1.0,,0.92,0.9,,0.96,,0.88,0.88,,0.9,0.8,0.9,0.05,,0.08,0.0,0.05,0.07,,0.0,0.3,0.07,0.04,,0.0,,0.05,0.04,,0.04,,0.04,0.04,,0.05,0.1,0.02,0.16399999999999998,0.541,0.295,0.13,4.2,81.1,12.8,0.0,0.2,0.0,0.6,1.1,40.0,0.007045975,13.0,0.005577006,899.0,0.001339484,0.291390728,0.354761905,37.75995,-78.869211,0.281415929,0.291353383
81,5102610,63,51-127,NEW KENT CO PBLC SCHS,3354,214.4,4,Rural,15.6,0.045,0.004,1677.0,33.9,167.7,335.4,0.5,9509.0,0.771019678,0.772039474,0.00031694,0.0,0.185733513,0.094212651,0.0,0.079407806,0.623149394,0.016348774,0.0,0.0,0.079407806,0.623149394,0.016348774,0.0,0.173024523,0.09400545,0.0,0.088555858,0.628065395,0.93,,0.92,,0.92,0.89,,1.0,0.9,0.88,0.94,,0.94,0.9,0.94,0.91,,0.91,1.0,0.9,0.93,,0.97,,0.93,0.05,,0.08,,0.04,0.02,,0.0,0.0,0.02,0.04,,0.0,0.1,0.03,0.04,,0.0,0.0,0.04,0.02,,0.0,,0.02,0.107,0.49700000000000005,0.396,0.069,3.3,78.9,12.0,0.8,1.1,0.0,0.0,3.8,37.0,0.006517527,18.0,0.007722008,1503.0,0.002239426,0.282367448,0.280637255,37.5172,-76.98,0.228980323,0.22796052500000002
82,5102640,117,51-700,NEWPORT NEWS CITY PBLC SCHS,28650,1791.1,45,City,16.0,0.119,0.063,1790.6,276.8,183.4,286.2,0.4,11056.31579,0.219682429,0.208901836,1.93e-07,0.01432365,0.679166331,0.116842359,0.002172689,0.063410316,0.121107266,0.002610634,0.015791149,0.002172689,0.063410316,0.121107266,0.002610634,0.015791149,0.648646928,0.143266476,0.00286533,0.064310729,0.122508755,0.92,1.0,0.92,0.92,0.91,0.94,0.98,0.93,0.93,0.95,0.93,0.98,0.92,0.93,0.94,0.95,0.98,0.95,0.91,0.96,0.94,0.98,0.94,0.89,0.96,0.02,0.0,0.03,0.04,0.01,0.02,0.0,0.03,0.03,0.01,0.02,0.0,0.02,0.05,0.01,0.02,0.0,0.02,0.06,0.01,0.02,0.0,0.02,0.07,0.0,0.19399999999999998,0.588,0.22,0.153,9.0,42.9,40.0,0.2,3.2,0.2,0.5,4.1,456.0,0.080324115,228.0,0.097812098,14036.0,0.020913233,0.363411109,0.370196604,37.07319,-76.494001,0.7803175710000001,0.791098165
83,5102670,118,51-710,NORFOLK CITY PBLC SCHS,29837,2157.5,51,City,13.8,0.084,0.042,1297.3,121.1,174.5,426.9,0.647,10441.51163,0.213493314,0.206939725,8.75e-08,0.014660739,0.694294485,0.102042977,0.002434635,0.056896369,0.126548111,0.003317186,0.013532013,0.002434635,0.056896369,0.126548111,0.003317186,0.013532013,0.6959246,0.110783488,0.002211457,0.056655434,0.117575821,0.85,0.98,0.81,0.86,0.92,0.81,1.0,0.78,0.8,0.89,0.82,0.95,0.78,0.83,0.89,0.83,0.97,0.8,0.79,0.9,0.87,0.99,0.86,0.76,0.93,0.06,0.02,0.08,0.05,0.03,0.09,0.0,0.11,0.13,0.05,0.1,0.03,0.13,0.1,0.05,0.11,0.03,0.13,0.14,0.05,0.08,0.0,0.08,0.22,0.04,0.253,0.544,0.204,0.187,8.0,43.4,40.5,0.3,3.5,0.0,0.3,3.9,1003.0,0.176677823,259.0,0.111111111,17770.0,0.026476785,0.279315116,0.305582198,36.8468,-76.285,0.786506686,0.793060275
84,5102710,65,51-131,NORTHAMPTON CO PBLC SCHS,1520,126.8,5,Rural,12.0,0.0,0.058,760.0,138.2,190.0,152.0,0.4,11580.5,0.299342105,0.307801418,0.0,0.00805153,0.489533011,0.2568438,0.0,0.030595813,0.214975845,0.0,0.0,0.0,0.030595813,0.214975845,0.0,0.0,0.473731884,0.263586957,0.0,0.035326087,0.227355073,0.87,,0.85,0.92,0.89,0.81,,0.82,0.88,0.76,0.91,,0.86,0.95,0.97,0.9,,0.87,0.89,0.97,0.9,,0.87,0.84,1.0,0.08,,0.11,0.08,0.04,0.13,,0.11,0.12,0.17,0.04,,0.05,0.05,0.03,0.08,,0.08,0.11,0.03,0.07,,0.08,0.12,0.0,0.275,0.535,0.19,0.18,8.8,54.2,33.1,0.0,1.0,0.0,0.0,2.8,80.0,0.01409195,36.0,0.015444015,808.0,0.001203897,0.272237197,0.3125,37.403791,-75.910427,0.7006578939999999,0.6921985820000001
85,5102730,66,51-133,NORTHUMBERLAND CO PBLC SCHS,1279,101.9,3,Rural,12.6,0.017,0.017,1279.0,120.7,127.9,581.4,0.333,12959.0,0.470680219,0.483713355,0.0,0.0,0.553287982,0.056689342,0.0,0.06122449,0.328798186,0.0,0.0,0.0,0.06122449,0.328798186,0.0,0.0,0.515151515,0.087878788,0.0,0.060606061,0.336363636,0.94,,0.92,,0.95,0.96,,1.0,,0.94,0.95,,1.0,,0.92,0.96,,1.0,,0.94,0.97,,0.96,,0.98,0.04,,0.08,,0.02,0.04,,0.0,,0.05,0.04,,0.0,,0.08,0.02,,0.0,,0.03,0.03,,0.04,,0.02,0.14,0.578,0.282,0.146,0.9,69.7,27.3,0.2,0.1,0.0,0.0,1.8,32.0,0.00563678,20.0,0.008580009,747.0,0.001113008,0.252293578,0.257142857,37.96394,-76.523781,0.529319782,0.516286646
86,5102760,119,51-720,NORTON CITY PBLC SCHS,818,53.8,2,Town,15.2,0.098,0.115,2726.7,282.1,204.5,371.8,0.5,8744.0,0.849633252,0.858304297,0.0,0.0,0.065957447,0.031914894,0.0,0.1,0.80212766,0.0,0.0,0.0,0.1,0.80212766,0.0,0.0,0.064239829,0.023554604,0.0,0.104925054,0.807280514,0.98,,,,0.98,0.96,,,,0.98,0.95,,,,0.96,0.91,,,,0.89,0.86,,,,0.86,0.0,,,,0.0,0.02,,,,0.0,0.05,,,,0.04,0.05,,,,0.06,0.0,,,,0.0,0.285,0.581,0.134,0.282,1.2,88.6,3.1,0.0,4.6,0.0,0.0,2.5,19.0,0.003346838,7.0,0.003003003,289.0,0.000430602,0.257425743,0.290322581,36.933,-82.6338,0.15036674900000002,0.141695702
87,5102790,67,51-135,NOTTOWAY CO PBLC SCHS,1990,148.2,5,Rural,13.4,0.084,0.101,inf,52.5,165.8,1809.1,0.8,10145.0,0.419095477,0.404153355,0.0,0.0,0.53816047,0.121330724,0.0,0.067514677,0.272994129,0.010544815,0.0,0.0,0.067514677,0.272994129,0.010544815,0.0,0.505272408,0.121265378,0.0,0.073813708,0.289103691,0.88,,0.86,,0.91,0.87,,0.91,,0.86,0.91,,0.87,0.91,0.95,0.86,,0.81,0.92,0.86,0.9,,0.91,,0.94,0.09,,0.09,,0.06,0.09,,0.06,,0.1,0.08,,0.1,0.09,0.05,0.14,,0.19,0.08,0.12,0.09,,0.06,,0.06,0.239,0.568,0.192,0.183,4.4,54.3,40.1,0.1,0.3,0.2,0.0,0.6,100.0,0.017614937,48.0,0.020592021,1920.0,0.002860744,0.290178571,0.269473684,37.154036,-78.099093,0.580904524,0.595846645
88,5102820,68,51-137,ORANGE CO PBLC SCHS,5089,362.2,11,Town,14.1,0.012,0.079,1696.3,181.8,159.0,1454.0,0.364,10469.77778,0.660644148,0.648665172,0.0,0.007887818,0.195004382,0.12751972,0.004382121,0.123137599,0.542068361,0.0,0.006858711,0.004382121,0.123137599,0.542068361,0.0,0.006858711,0.191586648,0.13214449,0.0,0.120713306,0.548696845,0.94,,0.95,1.0,0.94,0.94,,0.91,1.0,0.95,0.93,,0.94,0.95,0.93,0.94,,0.97,0.92,0.94,0.95,,0.96,0.91,0.96,0.03,,0.0,0.0,0.04,0.03,,0.05,0.0,0.02,0.04,,0.03,0.05,0.04,0.04,,0.02,0.08,0.04,0.02,,0.0,0.07,0.01,0.131,0.574,0.295,0.08199999999999999,5.0,78.1,12.7,0.3,0.9,0.0,0.3,2.8,89.0,0.015677294,39.0,0.016731017,2215.0,0.003300286,0.331925676,0.269047619,38.239135,-78.120125,0.339355852,0.35133482899999996
89,5102850,69,51-139,PAGE CO PBLC SCHS,3352,233.1,9,Rural,14.4,0.068,0.04,1117.3,101.0,167.6,360.4,0.444,9715.25,0.905187835,0.912542795,0.0,0.0,0.034587379,0.049757282,0.0,0.032160194,0.883495146,0.0,0.0,0.0,0.032160194,0.883495146,0.0,0.0,0.0261959,0.046127563,0.0,0.031890661,0.895785877,0.97,,,,0.98,0.97,,,,0.96,1.0,,,,1.0,0.97,,,0.9,0.97,0.99,,,0.93,0.99,0.0,,,,0.0,0.02,,,,0.02,0.0,,,,0.0,0.01,,,0.0,0.01,0.0,,,0.07,0.0,0.243,0.588,0.17,0.151,2.0,94.1,1.4,0.1,0.4,0.0,0.2,1.8,114.0,0.020081029,57.0,0.024453024,2055.0,0.00306189,0.372163389,0.40029985,38.6632,-78.475521,0.094812164,0.08745720600000001
90,5102880,70,51-141,PATRICK CO PBLC SCHS,2558,181.0,7,Rural,14.1,0.037,0.06,2558.0,196.8,213.2,511.6,0.857,10080.71429,0.78264269,0.788239968,0.0,0.0,0.099722992,0.084949215,0.0,0.065558633,0.74976916,0.0,0.0,0.0,0.065558633,0.74976916,0.0,0.0,0.065068493,0.086472603,0.0,0.054794521,0.793664384,0.91,,0.77,,0.92,0.92,,,0.74,0.94,0.93,,,0.94,0.93,0.96,,,1.0,0.96,0.93,,1.0,0.8,0.94,0.05,,0.08,,0.05,0.05,,,0.21,0.04,0.05,,,0.06,0.05,0.03,,,0.0,0.03,0.02,,0.0,0.07,0.02,0.217,0.621,0.163,0.142,3.1,89.7,5.9,0.1,0.4,0.0,0.3,0.5,107.0,0.018847983,43.0,0.018447018,1362.0,0.002029341,0.261450382,0.354,36.64266,-80.271071,0.21735731,0.21176003200000001
91,5102910,120,51-730,PETERSBURG CITY PBLC SCHS,4209,308.2,7,Suburb,13.7,0.11,0.104,4209.0,103.9,210.4,601.3,0.714,11425.0,0.026359535,0.026205192,0.0,0.003432137,0.914820593,0.054914197,0.0,0.007176287,0.019656786,0.0,0.0,0.0,0.007176287,0.019656786,0.0,0.0,0.907898659,0.056929955,0.0,0.009538003,0.025633383,0.84,,0.84,,,0.8,,0.79,,0.9,0.83,,0.85,0.61,,0.84,,0.85,,,0.87,,0.89,0.6,0.64,0.07,,0.08,,,0.04,,0.04,,0.0,0.06,,0.05,0.22,,0.09,,0.08,,,0.07,,0.06,0.2,0.09,0.293,0.562,0.145,0.24100000000000002,4.9,15.1,76.3,0.2,0.9,0.1,0.4,2.2,163.0,0.028712348,86.0,0.036894037,3887.0,0.005791517,0.27442371,0.246022032,37.206,-77.3817,0.973640465,0.973794808
92,5102940,71,51-143,PITTSYLVANIA CO PBLC SCHS,8723,633.2,20,Rural,13.8,0.033,0.017,2180.8,234.5,140.7,541.8,0.6,10162.05556,0.684168291,0.68014124,0.0,0.003530286,0.299145299,0.071348941,0.0,0.032144184,0.59383129,0.0,0.003457217,0.0,0.032144184,0.59383129,0.0,0.003457217,0.296888505,0.070656871,0.0,0.032411409,0.596585998,0.93,,0.93,0.79,0.94,0.92,,0.92,0.95,0.92,0.91,,0.92,0.83,0.91,0.91,,0.9,0.93,0.91,0.89,,0.92,0.86,0.89,0.06,,0.05,0.21,0.06,0.07,,0.06,0.0,0.08,0.06,,0.05,0.08,0.06,0.08,,0.08,0.07,0.07,0.1,,0.08,0.14,0.11,0.198,0.617,0.184,0.161,2.6,74.1,20.0,0.1,0.4,0.0,0.0,2.8,251.0,0.044213493,82.0,0.035178035,5555.0,0.008276789,0.327352085,0.36227224,36.826552,-79.396332,0.315831709,0.31985876
93,5102980,142,51-735,POQUOSON CITY PBLC SCHS,2114,144.9,4,Suburb,14.6,0.04,0.017,1057.0,63.9,151.0,302.0,0.25,10144.25,0.905942911,0.88708134,0.0,0.0,0.0,0.050704225,0.0,0.050704225,0.898591549,0.0,0.0,0.0,0.050704225,0.898591549,0.0,0.0,0.032258065,0.034946237,0.0,0.048387097,0.884408602,0.92,,,,0.93,0.95,0.91,,,0.95,0.96,,,,0.97,0.92,,,1.0,0.93,0.95,,,,0.96,0.03,,,,0.03,0.02,0.09,,,0.02,0.01,,,,0.01,0.03,,,0.0,0.03,0.01,,,,0.01,0.11599999999999999,0.433,0.452,0.055999999999999994,2.8,91.4,1.1,0.1,2.5,0.0,0.0,2.1,22.0,0.003875286,16.0,0.006864007,876.0,0.001305215,0.270318021,0.309734513,37.12317,-76.396981,0.09405708799999998,0.11291866
94,5103000,121,51-740,PORTSMOUTH CITY PBLC SCHS,13991,940.1,24,City,14.9,0.068,0.048,1399.1,124.0,199.9,329.2,0.5,10981.84211,0.182831821,0.174692049,4.85e-07,0.006087056,0.802687493,0.02882738,0.002871253,0.034455036,0.121396578,0.003875059,0.004931893,0.002871253,0.034455036,0.121396578,0.003875059,0.004931893,0.806599342,0.032409582,0.003170503,0.036402067,0.112611555,0.89,,0.89,0.96,0.85,0.87,,0.86,1.0,0.85,0.86,,0.87,0.88,0.81,0.85,,0.85,0.91,0.82,0.9,0.82,0.9,0.92,0.89,0.05,,0.05,0.0,0.06,0.07,,0.08,0.0,0.07,0.08,,0.08,0.04,0.08,0.09,,0.09,0.09,0.13,0.06,0.18,0.06,0.03,0.05,0.22399999999999998,0.58,0.19699999999999998,0.168,4.5,37.7,52.2,0.4,1.4,0.3,0.3,3.3,676.0,0.119076977,197.0,0.084513085,9084.0,0.013534897,0.322014925,0.385547201,36.8328,-76.2977,0.817168181,0.825307952
95,5103030,72,51-145,POWHATAN CO PBLC SCHS,4346,318.1,6,Rural,13.7,0.085,0.0,1448.7,141.6,182.6,543.2,0.5,10891.8,0.858126722,0.852564103,0.0,0.0,0.120123203,0.071868583,0.0,0.083162218,0.724845996,0.0,0.0,0.0,0.083162218,0.724845996,0.0,0.0,0.106941839,0.075046904,0.0,0.075984991,0.742026266,0.95,,1.0,,0.95,0.94,,0.92,0.8,0.95,0.94,,0.95,0.92,0.94,0.93,,0.84,1.0,0.94,0.95,,1.0,,0.95,0.03,,0.0,,0.03,0.03,,0.04,0.1,0.02,0.01,,0.05,0.08,0.01,0.03,,0.11,0.0,0.02,0.02,,0.0,,0.02,0.091,0.46299999999999997,0.447,0.054000000000000006,2.2,85.7,10.0,0.1,0.3,0.2,0.0,1.5,57.0,0.010040514,17.0,0.007293007,1919.0,0.002859254,0.301953819,0.335583414,37.54598,-77.919571,0.141873279,0.147435897
96,5103060,73,51-147,PRINCE EDWARD CO PBLC SCHS,2055,162.7,4,Town,12.6,0.147,0.059,inf,336.9,186.8,685.0,0.5,10222.33333,0.362664074,0.347357619,0.0,0.013901761,0.637627433,0.037071362,0.0,0.032437442,0.278962002,0.0,0.0,0.0,0.032437442,0.278962002,0.0,0.0,0.695597484,0.026415094,0.0,0.023899371,0.25408805,0.9,,0.87,,0.95,0.93,,0.92,,0.96,0.89,,0.91,,0.88,0.86,,0.89,,0.82,0.86,,0.88,,0.83,0.07,,0.09,,0.03,0.04,,0.05,,0.02,0.06,,0.06,,0.06,0.08,,0.05,,0.11,0.1,,0.07,,0.12,0.261,0.579,0.161,0.18600000000000003,4.2,61.4,30.8,0.3,0.8,0.0,0.0,2.4,105.0,0.018495684,34.0,0.014586015,2171.0,0.003234727,0.18358209,0.217585693,37.264691,-78.402081,0.637335926,0.6526423800000001
97,5103090,74,51-149,PRINCE GEORGE CO PBLC SCHS,6353,424.2,7,Rural,15.0,0.069,0.036,2117.7,635.3,207.6,226.9,0.714,9935.142857,0.468282701,0.458599771,0.0,0.009115463,0.383524646,0.185347738,0.009453072,0.068197164,0.344361918,0.0,0.008555446,0.009453072,0.068197164,0.344361918,0.0,0.008555446,0.402105956,0.163540638,0.006910168,0.07272129,0.346166502,0.88,,0.87,0.9,0.89,0.92,,0.92,0.97,0.9,0.91,,0.88,0.95,0.92,0.92,,0.92,0.92,0.92,0.93,,0.92,0.91,0.93,0.05,,0.07,0.03,0.05,0.04,,0.04,0.03,0.04,0.04,,0.05,0.03,0.04,0.04,,0.05,0.06,0.03,0.05,,0.06,0.08,0.03,0.16,0.583,0.257,0.081,8.1,54.9,31.0,0.6,1.4,0.4,0.2,3.3,57.0,0.010040514,29.0,0.012441012,3552.0,0.005292377,0.400544959,0.387317073,37.224,-77.2869,0.531717299,0.541400229
98,5103130,75,51-153,PRINCE WILLIAM CO PBLC SCHS,92237,5696.9,95,Suburb,16.2,0.056,0.026,1787.5,159.9,166.8,446.0,0.326,11049.96591,0.292045085,0.28006073,1.4e-08,0.086840122,0.224833,0.554648715,0.001013698,0.034647675,0.095937411,0.001742405,0.097658994,0.001013698,0.034647675,0.095937411,0.001742405,0.097658994,0.226540764,0.535508529,0.000927409,0.036506197,0.101115701,0.92,0.97,0.92,0.86,0.95,0.92,0.98,0.93,0.84,0.96,0.92,0.99,0.94,0.85,0.96,0.92,0.97,0.95,0.84,0.97,0.93,0.98,0.96,0.86,0.97,0.06,0.02,0.05,0.12,0.02,0.06,0.01,0.05,0.14,0.02,0.06,0.01,0.03,0.13,0.02,0.06,0.02,0.03,0.13,0.02,0.05,0.02,0.03,0.12,0.01,0.113,0.40700000000000003,0.48,0.066,23.5,42.9,20.3,0.3,8.3,0.1,0.3,4.3,1629.0,0.286947331,498.0,0.213642214,45250.0,0.067421188,0.339092664,0.316131445,38.6357,-77.4374,0.707954915,0.7199392710000001
99,5103150,77,51-155,PULASKI CO PBLC SCHS,4096,269.4,9,Rural,15.2,0.162,0.045,2048.0,178.9,204.8,259.2,0.444,10868.28571,0.833251953,0.826184539,0.0,0.007825601,0.081050866,0.046394634,0.0,0.099496926,0.765231973,0.0,0.007411631,0.0,0.099496926,0.765231973,0.0,0.007411631,0.080387685,0.041619156,0.0,0.108323831,0.762257697,0.93,,0.93,,0.93,0.94,,1.0,,0.93,0.95,,0.89,,0.95,0.92,,1.0,0.8,0.91,0.94,,0.9,,0.95,0.04,,0.0,,0.03,0.03,,0.0,,0.03,0.03,,0.07,,0.03,0.04,,0.0,0.1,0.04,0.04,,0.05,,0.03,0.179,0.616,0.20600000000000002,0.14800000000000002,1.8,90.8,4.3,0.0,0.7,0.1,0.1,2.1,126.0,0.022194821,61.0,0.026169026,2660.0,0.003963323,0.230839416,0.256238004,37.0479,-80.7799,0.166748047,0.173815461
100,5103180,122,51-750,RADFORD CITY PBLC SCHS,1642,117.1,4,Suburb,14.0,0.045,0.013,1094.7,82.1,164.2,547.3,0.5,10239.0,0.746650426,0.68015873,0.0,0.0,0.185276074,0.078527607,0.0,0.111656442,0.624539877,0.0,0.018691589,0.0,0.111656442,0.624539877,0.0,0.018691589,0.210799585,0.082035306,0.0,0.111111111,0.577362409,0.96,,0.92,,0.97,0.95,,,,0.95,0.97,,,,0.96,0.96,,1.0,,0.95,0.97,,1.0,,0.98,0.03,,0.08,,0.03,0.04,,,,0.04,0.03,,,,0.04,0.02,,0.0,,0.03,0.02,,0.0,,0.01,0.187,0.625,0.187,0.363,2.9,83.3,9.8,0.0,1.6,0.0,0.1,2.3,38.0,0.006693676,18.0,0.007722008,2153.0,0.003207908,0.173184358,0.165963432,37.11881,-80.565671,0.25334957299999994,0.31984127100000004
